NUM_OPER;FECHA_CORTE;PRODUCTO_COD;TIPOPERSONACOD;MONTOCREDITO;FECHACONCESION;FECHAVENCIMIENTO;PLAZO_ORIGINAL_MESES;PLAZO;MONTOCUOTA;PERIOD_PAGO;TIPOTASACOD;TASAINTERES;TIPOCREDITOCOD;CALIFICACIONCOD;SALDOCAPITAL_POR_VENCER;SALDOCAPITAL_VENCIDO;SALDOCAPITAL_ND;SALDOCAPITAL_JUDICIAL;SALDOCASTIGADO;SALDOTOTAL;DIASMORA;MORAMAXIMA;MORAPROMEDIO;NUMERORENEGOCIACION;NUMEROVECESMORA_30;NUMEROVECESMORA_60;NUMEROVECESMORA_90;NUMEROVECESMORA_180;NUMEROVECESMORA_360;NUMEROVECESMORA_MAS360
2742;31/1/2020;PROD_2;N;10000.0;2/10/2018;2/4/2022;42;1278;283.06;MENS;V;14.9;CONSUMO;A1;6418.69;0.0;0.0;0.0;0;6418.69;0;0;0;0;0;0;0;0;0;0
2745;31/1/2020;PROD_2;N;3500.0;2/10/2018;5/10/2020;24;734;156.3;MENS;V;14.9;CONSUMO;A1;1348.97;0.0;0.0;0.0;0;1348.97;0;0;0;0;0;0;0;0;0;0
2749;31/1/2020;PROD_2;N;8000.0;3/10/2018;9/4/2020;18;554;458.99;MENS;V;14.9;CONSUMO;A1;1451.92;0.0;0.0;0.0;0;1451.92;0;1;1;0;0;0;0;0;0;0
2756;31/1/2020;PROD_2;N;7000.0;5/10/2018;5/10/2021;36;1096;198.35;MENS;V;14.9;CONSUMO;A1;112.28;0.0;0.0;0.0;0;112.28;0;70;18;0;3;1;0;0;0;0
2764;31/1/2020;PROD_2;N;20000.0;10/10/2018;10/10/2023;60;1826;435.31;MENS;V;14.9;CONSUMO;A1;15028.66;0.0;0.0;0.0;0;15028.66;0;0;0;0;0;0;0;0;0;0
2774;31/1/2020;PROD_2;N;20000.0;11/10/2018;11/10/2023;60;1826;435.31;MENS;V;14.9;CONSUMO;B2;15008.71;304.72;0.0;0.0;0;15313.43;38;38;3;0;1;0;0;0;0;0
2775;31/1/2020;PROD_2;N;20000.0;11/10/2018;26/10/2022;48;1476;514.28;MENS;V;14.9;CONSUMO;A1;14223.29;0.0;0.0;0.0;0;14223.29;0;34;15;0;4;0;0;0;0;0
2796;31/1/2020;PROD_2;N;10000.0;17/10/2018;2/11/2022;49;1477;257.17;MENS;V;14.9;CONSUMO;A1;7111.69;0.0;0.0;0.0;0;7111.69;0;13;5;0;0;0;0;0;0;0
2848;31/1/2020;PROD_2;N;13000.0;29/10/2018;1/5/2020;19;550;745.63;MENS;V;14.9;CONSUMO;A1;2353.46;0.0;0.0;0.0;0;2353.46;0;1;1;0;0;0;0;0;0;0
2850;31/1/2020;PROD_2;N;30000.0;29/10/2018;10/11/2023;61;1838;646.52;MENS;V;14.9;CONSUMO;A1;21254.13;0.0;0.0;0.0;0;21254.13;0;42;14;0;1;0;0;0;0;0
2858;31/1/2020;PROD_2;N;20000.0;31/10/2018;5/11/2022;49;1466;514.33;MENS;V;14.9;CONSUMO;A1;14223.26;0.0;0.0;0.0;0;14223.26;0;33;11;0;1;0;0;0;0;0
2868;31/1/2020;PROD_2;N;20000.0;1/11/2018;10/11/2023;60;1835;439.59;MENS;V;14.9;CONSUMO;A1;15692.33;0.0;0.0;0.0;0;15692.33;0;38;10;0;1;0;0;0;0;0
2877;31/1/2020;PROD_2;N;5000.0;7/11/2018;7/5/2020;18;547;288.65;MENS;V;14.9;CONSUMO;A1;1185.9;0.0;0.0;0.0;0;1185.9;0;1;1;0;0;0;0;0;0;0
2899;31/1/2020;PROD_2;N;12000.0;13/11/2018;15/11/2022;48;1463;308.6;MENS;V;14.9;CONSUMO;A1;8533.98;0.0;0.0;0.0;0;8533.98;0;10;3;0;0;0;0;0;0;0
2907;31/1/2020;PROD_2;N;5000.0;14/11/2018;15/11/2021;36;1097;159.91;MENS;V;14.9;CONSUMO;A1;3082.49;0.0;0.0;0.0;0;3082.49;0;0;0;0;0;0;0;0;0;0
2936;31/1/2020;PROD_2;N;16000.0;21/11/2018;5/12/2022;49;1475;413.64;MENS;V;14.9;CONSUMO;B1;11710.49;289.55;0.0;0.0;0;12000.04;21;21;4;0;0;0;0;0;0;0
2939;31/1/2020;PROD_2;N;5000.0;22/11/2018;22/11/2021;36;1096;162.42;MENS;V;14.9;CONSUMO;C1;0.0;138.89;3333.32;0.0;0;3472.21;70;70;24;0;3;1;0;0;0;0
2949;31/1/2020;PROD_2;N;15000.0;23/11/2018;5/12/2022;49;1473;391.96;MENS;V;14.9;CONSUMO;C2;0.0;225.17;11562.5;0.0;0;11787.67;87;87;25;0;2;1;0;0;0;0
2956;31/1/2020;PROD_2;N;5000.0;27/11/2018;27/11/2020;24;731;224.64;MENS;V;14.9;CONSUMO;A3;2115.84;157.25;0.0;0.0;0;2273.09;15;15;3;0;0;0;0;0;0;0
2969;31/1/2020;PROD_2;N;10000.0;29/11/2018;29/11/2021;36;1096;321.2;MENS;V;14.9;CONSUMO;A1;6164.02;0.0;0.0;0.0;0;6164.02;0;2;1;0;0;0;0;0;0;0
2978;31/1/2020;PROD_2;N;20000.0;30/11/2018;30/11/2023;60;1826;439.57;MENS;V;14.9;CONSUMO;A1;15692.34;0.0;0.0;0.0;0;15692.34;0;9;3;0;0;0;0;0;0;0
2982;31/1/2020;PROD_2;N;4000.0;30/11/2018;29/2/2020;15;456;276.34;MENS;V;14.9;CONSUMO;C1;873.19;193.44;0.0;0.0;0;1066.63;62;92;28;0;4;2;1;0;0;0
2984;31/1/2020;PROD_2;N;5000.0;30/11/2018;3/6/2021;31;916;191.95;MENS;V;14.9;CONSUMO;C2;0.0;341.52;3166.63;3508.15;0;7016.3;89;119;37;0;2;1;1;0;0;0
2995;31/1/2020;PROD_2;N;2500.0;4/12/2018;10/6/2020;18;554;145.03;MENS;V;14.9;CONSUMO;A1;731.8;0.0;0.0;0.0;0;731.8;0;0;0;0;0;0;0;0;0;0
3014;31/1/2020;PROD_2;N;3000.0;10/12/2018;10/12/2020;24;731;135.6;MENS;V;14.9;CONSUMO;A1;1405.08;0.0;0.0;0.0;0;1405.08;0;43;13;0;1;0;0;0;0;0
3057;31/1/2020;PROD_2;N;2000.0;19/12/2018;3/1/2021;25;746;90.95;MENS;V;14.9;CONSUMO;B2;1019.7;63.66;0.0;0.0;0;1083.36;31;38;13;0;2;0;0;0;0;0
3061;31/1/2020;PROD_2;N;10000.0;20/12/2018;4/1/2023;49;1476;259.88;MENS;V;14.9;CONSUMO;A1;7526.45;0.0;0.0;0.0;0;7526.45;0;26;7;0;0;0;0;0;0;0
3062;31/1/2020;PROD_2;N;10000.0;20/12/2018;20/12/2022;48;1461;258.52;MENS;V;14.9;CONSUMO;A1;7314.45;0.0;0.0;0.0;0;7314.45;0;0;0;0;0;0;0;0;0;0
3064;31/1/2020;PROD_2;N;6000.0;20/12/2018;20/6/2021;30;913;224.76;MENS;V;14.9;CONSUMO;A1;3441.0;0.0;0.0;0.0;0;3441.0;0;0;0;0;0;0;0;0;0;0
3065;31/1/2020;PROD_2;N;20000.0;20/12/2018;1/1/2022;37;1108;649.7;MENS;V;14.9;CONSUMO;A1;13434.05;0.0;0.0;0.0;0;13434.05;0;5;2;0;0;0;0;0;0;0
3068;31/1/2020;PROD_2;N;15000.0;21/12/2018;30/12/2022;48;1470;389.74;MENS;V;14.9;CONSUMO;A1;11072.06;0.0;0.0;0.0;0;11072.06;0;1;1;0;0;0;0;0;0;0
3073;31/1/2020;PROD_2;N;6000.0;21/12/2018;21/12/2021;36;1096;193.81;MENS;V;14.9;CONSUMO;A1;3864.29;0.0;0.0;0.0;0;3864.29;0;5;2;0;0;0;0;0;0;0
3074;31/1/2020;PROD_2;N;20000.0;22/12/2018;5/1/2024;61;1840;441.82;MENS;V;14.9;CONSUMO;A1;16024.1;0.0;0.0;0.0;0;16024.1;0;0;0;0;0;0;0;0;0;0
3076;31/1/2020;PROD_2;N;10000.0;24/12/2018;5/1/2021;25;743;454.72;MENS;V;14.9;CONSUMO;B2;5098.33;318.3;0.0;0.0;0;5416.63;36;36;3;0;1;0;0;0;0;0
3078;31/1/2020;PROD_2;N;10000.0;24/12/2018;30/12/2022;48;1467;259.83;MENS;V;14.9;CONSUMO;B2;7526.49;181.88;0.0;0.0;0;7708.37;32;32;6;0;1;0;0;0;0;0
3093;31/1/2020;PROD_2;N;15000.0;28/12/2018;5/1/2023;49;1469;389.82;MENS;V;14.9;CONSUMO;A1;11289.63;0.0;0.0;0.0;0;11289.63;0;2;1;0;0;0;0;0;0;0
3095;31/1/2020;PROD_2;N;5000.0;29/12/2018;5/1/2021;25;738;227.36;MENS;V;14.9;CONSUMO;A1;2535.62;0.0;0.0;0.0;0;2535.62;0;0;0;0;0;0;0;0;0;0
3098;31/1/2020;PROD_2;N;15000.0;31/12/2018;10/1/2024;61;1836;331.36;MENS;V;14.9;CONSUMO;A1;11996.43;0.0;0.0;0.0;0;11996.43;0;0;0;0;0;0;0;0;0;0
3117;31/1/2020;PROD_2;N;6000.0;10/1/2019;10/1/2021;24;731;271.15;MENS;V;14.9;CONSUMO;A1;2786.64;0.0;0.0;0.0;0;2786.64;0;0;0;0;0;0;0;0;0;0
3122;31/1/2020;PROD_2;N;20000.0;11/1/2019;11/1/2024;60;1826;441.82;MENS;V;14.9;CONSUMO;A1;16024.1;0.0;0.0;0.0;0;16024.1;0;9;3;0;0;0;0;0;0;0
3162;31/1/2020;PROD_2;N;10000.0;22/1/2019;6/2/2023;49;1476;261.24;MENS;V;14.9;CONSUMO;A1;7733.83;0.0;0.0;0.0;0;7733.83;0;0;0;0;0;0;0;0;0;0
3166;31/1/2020;PROD_2;N;15000.0;23/1/2019;26/1/2023;48;1464;389.82;MENS;V;14.9;CONSUMO;B2;11289.63;272.87;0.0;0.0;0;11562.5;31;31;4;0;1;0;0;0;0;0
3170;31/1/2020;PROD_2;N;8000.0;24/1/2019;27/1/2022;36;1099;261.28;MENS;V;14.9;CONSUMO;A1;5594.9;0.0;0.0;0.0;0;5594.9;0;33;12;0;2;0;0;0;0;0
3172;31/1/2020;PROD_2;N;5000.0;24/1/2019;5/2/2021;25;743;227.32;MENS;V;14.9;CONSUMO;A1;2529.46;0.0;0.0;0.0;0;2529.46;0;6;2;0;0;0;0;0;0;0
3181;31/1/2020;PROD_2;N;5000.0;25/1/2019;5/2/2022;37;1107;163.32;MENS;V;14.9;CONSUMO;A1;3496.78;0.0;0.0;0.0;0;3496.78;0;25;9;0;0;0;0;0;0;0
3187;31/1/2020;PROD_2;N;15000.0;25/1/2019;10/2/2023;49;1477;391.85;MENS;V;14.9;CONSUMO;A1;11600.7;0.0;0.0;0.0;0;11600.7;0;42;12;0;1;0;0;0;0;0
3189;31/1/2020;PROD_2;N;5000.0;25/1/2019;5/2/2022;37;1107;166.18;MENS;V;14.9;CONSUMO;D;0.0;177.47;3749.99;0.0;0;3927.46;118;118;37;0;2;1;1;0;0;0
3193;31/1/2020;PROD_2;N;6000.0;26/1/2019;5/2/2021;25;741;254.97;MENS;V;14.9;CONSUMO;A1;292.54;0.0;0.0;0.0;0;292.54;0;0;0;0;0;0;0;0;0;0
3200;31/1/2020;PROD_2;N;10000.0;28/1/2019;10/8/2022;43;1290;289.25;MENS;V;14.9;CONSUMO;A1;7416.52;0.0;0.0;0.0;0;7416.52;0;15;6;0;0;0;0;0;0;0
3211;31/1/2020;PROD_2;N;10000.0;30/1/2019;10/2/2023;49;1472;261.24;MENS;V;14.9;CONSUMO;A1;7716.32;0.0;0.0;0.0;0;7716.32;0;0;0;0;0;0;0;0;0;0
3223;31/1/2020;PROD_2;N;10000.0;31/1/2019;15/2/2022;37;1111;330.47;MENS;V;14.9;CONSUMO;C2;0.0;277.78;7499.98;0.0;0;7777.76;77;77;23;0;2;1;0;0;0;0
3236;31/1/2020;PROD_2;N;20000.0;3/2/2019;5/2/2024;60;1828;443.99;MENS;V;14.9;CONSUMO;A1;16355.91;0.0;0.0;0.0;0;16355.91;0;18;7;0;0;0;0;0;0;0
3242;31/1/2020;PROD_2;N;10000.0;5/2/2019;15/2/2022;36;1106;326.64;MENS;V;14.9;CONSUMO;A1;6993.55;0.0;0.0;0.0;0;6993.55;0;0;0;0;0;0;0;0;0;0
3248;31/1/2020;PROD_2;N;30000.0;6/2/2019;15/2/2024;60;1835;675.99;MENS;V;14.9;CONSUMO;D;0.0;807.52;25500.0;0.0;0;26307.52;108;108;36;0;1;1;1;0;0;0
3257;31/1/2020;PROD_2;N;3000.0;8/2/2019;20/2/2021;24;743;140.82;MENS;V;14.9;CONSUMO;C2;0.0;375.0;1875.0;0.0;0;2250.0;72;102;39;0;2;1;1;0;0;0
3258;31/1/2020;PROD_2;N;6000.0;8/2/2019;12/8/2021;30;916;230.05;MENS;V;14.9;CONSUMO;B1;0.0;200.0;4200.0;0.0;0;4400.0;19;49;19;0;3;0;0;0;0;0
3269;31/1/2020;PROD_2;N;8000.0;12/2/2019;15/2/2022;36;1099;261.31;MENS;V;14.9;CONSUMO;A1;5594.88;0.0;0.0;0.0;0;5594.88;0;2;1;0;0;0;0;0;0;0
3275;31/1/2020;PROD_2;N;10000.0;13/2/2019;15/2/2022;36;1098;326.64;MENS;V;14.9;CONSUMO;A1;6993.55;0.0;0.0;0.0;0;6993.55;0;4;1;0;0;0;0;0;0;0
3282;31/1/2020;PROD_2;N;3000.0;14/2/2019;27/2/2020;12;378;254.97;MENS;V;14.9;CONSUMO;A1;318.99;0.0;0.0;0.0;0;318.99;0;0;0;0;0;0;0;0;0;0
3285;31/1/2020;PROD_2;N;10000.0;14/2/2019;26/2/2022;36;1108;326.64;MENS;V;14.9;CONSUMO;A1;6993.55;0.0;0.0;0.0;0;6993.55;0;4;2;0;0;0;0;0;0;0
3289;31/1/2020;PROD_2;N;20000.0;15/2/2019;26/2/2023;48;1472;522.47;MENS;V;14.9;CONSUMO;B2;15467.57;365.73;0.0;0.0;0;15833.3;39;39;4;0;1;0;0;0;0;0
3300;31/1/2020;PROD_2;N;4000.0;19/2/2019;2/9/2020;19;561;236.72;MENS;V;14.9;CONSUMO;A1;1834.32;0.0;0.0;0.0;0;1834.32;0;1;1;0;0;0;0;0;0;0
3314;31/1/2020;PROD_2;N;7000.0;21/2/2019;5/3/2022;37;1108;229.91;MENS;V;14.9;CONSUMO;A1;5089.1;0.0;0.0;0.0;0;5089.1;0;24;8;0;0;0;0;0;0;0
3325;31/1/2020;PROD_2;N;10000.0;22/2/2019;8/3/2023;49;1475;265.38;MENS;V;14.9;CONSUMO;B1;0.0;208.33;8333.36;0.0;0;8541.69;23;62;25;0;2;1;0;0;0;0
3328;31/1/2020;PROD_2;N;8100.0;22/2/2019;8/3/2022;37;1110;266.04;MENS;V;14.9;CONSUMO;A1;5888.77;0.0;0.0;0.0;0;5888.77;0;171;57;0;2;1;1;0;0;0
3331;31/1/2020;PROD_2;N;10000.0;25/2/2019;5/3/2023;49;1469;262.59;MENS;V;14.9;CONSUMO;A1;7941.22;0.0;0.0;0.0;0;7941.22;0;37;13;0;1;0;0;0;0;0
3342;31/1/2020;PROD_2;N;20000.0;26/2/2019;13/3/2024;61;1842;446.16;MENS;V;14.9;CONSUMO;A1;16687.72;0.0;0.0;0.0;0;16687.72;0;0;0;0;0;0;0;0;0;0
3346;31/1/2020;PROD_2;N;15000.0;27/2/2019;28/2/2023;48;1462;391.84;MENS;V;14.9;CONSUMO;A1;11600.71;0.0;0.0;0.0;0;11600.71;0;2;1;0;0;0;0;0;0;0
3361;31/1/2020;PROD_2;N;12000.0;28/2/2019;5/3/2023;49;1466;315.11;MENS;V;14.9;CONSUMO;A1;9529.42;0.0;0.0;0.0;0;9529.42;0;1;1;0;0;0;0;0;0;0
3363;31/1/2020;PROD_2;N;10000.0;28/2/2019;10/3/2022;37;1106;328.44;MENS;V;14.9;CONSUMO;B1;7270.07;229.91;0.0;0.0;0;7499.98;25;25;2;0;0;0;0;0;0;0
3369;31/1/2020;PROD_2;N;10000.0;1/3/2019;10/3/2022;36;1105;328.44;MENS;V;14.9;CONSUMO;A1;7270.07;0.0;0.0;0.0;0;7270.07;0;11;5;0;0;0;0;0;0;0
3374;31/1/2020;PROD_2;N;3000.0;6/3/2019;5/3/2021;24;730;139.96;MENS;V;14.9;CONSUMO;C2;0.0;125.0;2000.0;0.0;0;2125.0;87;87;23;0;1;1;0;0;0;0
3386;31/1/2020;PROD_2;N;11000.0;11/3/2019;11/3/2021;24;731;506.16;MENS;V;14.9;CONSUMO;A1;6520.72;0.0;0.0;0.0;0;6520.72;0;18;8;0;0;0;0;0;0;0
3388;31/1/2020;PROD_2;N;8000.0;13/3/2019;28/3/2022;36;1111;264.17;MENS;V;14.9;CONSUMO;A1;6037.32;0.0;0.0;0.0;0;6037.32;0;43;14;0;1;0;0;0;0;0
3392;31/1/2020;PROD_2;N;6000.0;13/3/2019;13/3/2022;36;1096;197.06;MENS;V;14.9;CONSUMO;A1;4345.94;0.0;0.0;0.0;0;4345.94;0;3;2;0;0;0;0;0;0;0
3409;31/1/2020;PROD_2;N;20000.0;16/3/2019;26/3/2024;60;1837;448.28;MENS;V;14.9;CONSUMO;A1;17019.56;0.0;0.0;0.0;0;17019.56;0;29;10;0;0;0;0;0;0;0
3410;31/1/2020;PROD_2;N;15000.0;16/3/2019;27/3/2023;48;1472;393.88;MENS;V;14.9;CONSUMO;A1;11911.78;0.0;0.0;0.0;0;11911.78;0;0;0;0;0;0;0;0;0;0
3422;31/1/2020;PROD_2;N;4000.0;19/3/2019;19/3/2021;24;731;184.06;MENS;V;14.9;CONSUMO;A1;2357.56;0.0;0.0;0.0;0;2357.56;0;0;0;0;0;0;0;0;0;0
3423;31/1/2020;PROD_2;N;9000.0;19/3/2019;30/9/2022;42;1291;266.03;MENS;V;14.9;CONSUMO;D;0.0;214.29;7499.97;0.0;0;7714.26;93;93;36;0;3;1;2;0;0;0
3432;31/1/2020;PROD_2;N;3000.0;20/3/2019;20/3/2020;12;366;256.35;MENS;V;14.9;CONSUMO;A1;570.56;0.0;0.0;0.0;0;570.56;0;0;0;0;0;0;0;0;0;0
3445;31/1/2020;PROD_2;N;20000.0;22/3/2019;5/8/2023;53;1597;494.68;MENS;V;14.9;CONSUMO;A1;15929.53;0.0;0.0;0.0;0;15929.53;0;0;0;0;0;0;0;0;0;0
3462;31/1/2020;PROD_2;N;20000.0;27/3/2019;8/4/2024;61;1839;448.32;MENS;V;14.9;CONSUMO;A1;17019.54;0.0;0.0;0.0;0;17019.54;0;8;3;0;0;0;0;0;0;0
3465;31/1/2020;PROD_2;N;13000.0;28/3/2019;28/3/2022;36;1096;426.97;MENS;V;14.9;CONSUMO;A1;9451.13;0.0;0.0;0.0;0;9451.13;0;2;1;0;0;0;0;0;0;0
3469;31/1/2020;PROD_2;N;10000.0;28/3/2019;10/4/2023;49;1474;263.94;MENS;V;14.9;CONSUMO;A1;8148.6;0.0;0.0;0.0;0;8148.6;0;1;1;0;0;0;0;0;0;0
3473;31/1/2020;PROD_2;N;5000.0;29/3/2019;6/4/2022;37;1104;165.12;MENS;V;14.9;CONSUMO;A1;3773.3;0.0;0.0;0.0;0;3773.3;0;0;0;0;0;0;0;0;0;0
3474;31/1/2020;PROD_2;N;26500.0;29/3/2019;14/4/2025;73;2208;540.71;MENS;V;14.9;CONSUMO;E;0.0;2208.36;23923.58;26131.94;0;52263.88;231;231;108;0;1;1;1;1;0;0
3479;31/1/2020;PROD_2;N;10000.0;29/3/2019;3/4/2022;37;1101;330.24;MENS;V;14.9;CONSUMO;A1;7546.59;0.0;0.0;0.0;0;7546.59;0;1;1;0;0;0;0;0;0;0
3508;31/1/2020;PROD_2;N;5000.0;4/4/2019;10/10/2020;18;555;297.7;MENS;V;14.9;CONSUMO;A1;2379.21;0.0;0.0;0.0;0;2379.21;0;23;9;0;0;0;0;0;0;0
3516;31/1/2020;PROD_2;N;4000.0;6/4/2019;6/10/2020;18;549;238.17;MENS;V;14.9;CONSUMO;B2;2049.04;166.72;0.0;0.0;0;2215.76;39;39;7;0;1;0;0;0;0;0
3531;31/1/2020;PROD_2;N;15000.0;11/4/2019;15/4/2023;48;1465;395.91;MENS;V;14.9;CONSUMO;A1;12222.86;0.0;0.0;0.0;0;12222.86;0;0;0;0;0;0;0;0;0;0
3539;31/1/2020;PROD_2;N;25000.0;12/4/2019;12/4/2024;60;1827;560.4;MENS;V;14.9;CONSUMO;A1;21274.36;0.0;0.0;0.0;0;21274.36;0;0;0;0;0;0;0;0;0;0
3565;31/1/2020;PROD_2;N;7000.0;18/4/2019;2/5/2021;25;745;331.53;MENS;V;14.9;CONSUMO;C1;0.0;583.34;5249.98;0.0;0;5833.32;60;90;39;0;1;1;1;0;0;0
3566;31/1/2020;PROD_2;N;30000.0;18/4/2019;26/4/2021;24;739;1396.69;MENS;V;14.9;CONSUMO;A1;20272.32;0.0;0.0;0.0;0;20272.32;0;34;12;0;3;0;0;0;0;0
3568;31/1/2020;PROD_2;N;20000.0;18/4/2019;18/4/2024;60;1827;448.32;MENS;V;14.9;CONSUMO;A1;17019.54;0.0;0.0;0.0;0;17019.54;0;0;0;0;0;0;0;0;0;0
3590;31/1/2020;PROD_2;N;20000.0;25/4/2019;26/4/2023;48;1462;527.88;MENS;V;14.9;CONSUMO;A1;16242.07;0.0;0.0;0.0;0;16242.07;0;31;11;0;1;0;0;0;0;0
3597;31/1/2020;PROD_2;N;6000.0;26/4/2019;30/4/2020;12;370;516.3;MENS;V;14.9;CONSUMO;A1;1638.59;0.0;0.0;0.0;0;1638.59;0;0;0;0;0;0;0;0;0;0
3606;31/1/2020;PROD_2;N;2000.0;27/4/2019;4/5/2021;25;738;93.11;MENS;V;14.9;CONSUMO;A1;1351.51;0.0;0.0;0.0;0;1351.51;0;0;0;0;0;0;0;0;0;0
3608;31/1/2020;PROD_2;N;15000.0;27/4/2019;7/5/2021;25;741;698.33;MENS;V;14.9;CONSUMO;A1;10122.06;0.0;0.0;0.0;0;10122.06;0;0;0;0;0;0;0;0;0;0
3623;31/1/2020;PROD_2;N;18000.0;30/4/2019;5/6/2022;38;1132;600.94;MENS;V;14.9;CONSUMO;A1;14167.84;0.0;0.0;0.0;0;14167.84;0;0;0;0;0;0;0;0;0;0
3631;31/1/2020;PROD_2;N;2500.0;1/5/2019;2/5/2021;24;732;116.38;MENS;V;14.9;CONSUMO;A1;1689.34;0.0;0.0;0.0;0;1689.34;0;0;0;0;0;0;0;0;0;0
3635;31/1/2020;PROD_2;N;2000.0;2/5/2019;2/11/2020;18;550;119.81;MENS;V;14.9;CONSUMO;A1;1138.36;0.0;0.0;0.0;0;1138.36;0;27;10;0;0;0;0;0;0;0
3637;31/1/2020;PROD_2;N;6500.0;2/5/2019;5/5/2021;24;734;302.62;MENS;V;14.9;CONSUMO;A1;4392.36;0.0;0.0;0.0;0;4392.36;0;5;3;0;0;0;0;0;0;0
3639;31/1/2020;PROD_2;N;25000.0;6/5/2019;6/5/2022;36;1096;830.12;MENS;V;14.9;CONSUMO;A1;19557.84;0.0;0.0;0.0;0;19557.84;0;13;5;0;0;0;0;0;0;0
3644;31/1/2020;PROD_2;N;10000.0;7/5/2019;10/5/2021;24;734;13042.1;IRREG;V;14.9;CONSUMO;A1;870.53;0.0;0.0;0.0;0;870.53;0;0;0;0;0;0;0;0;0;0
3656;31/1/2020;PROD_2;N;18000.0;9/5/2019;12/11/2022;42;1283;529.03;MENS;V;14.9;CONSUMO;A1;14629.69;0.0;0.0;0.0;0;14629.69;0;1;1;0;0;0;0;0;0;0
3658;31/1/2020;PROD_2;N;12000.0;9/5/2019;15/5/2022;36;1102;398.46;MENS;V;14.9;CONSUMO;A1;9387.77;0.0;0.0;0.0;0;9387.77;0;0;0;0;0;0;0;0;0;0
3662;31/1/2020;PROD_2;N;10000.0;10/5/2019;10/5/2022;36;1096;332.05;MENS;V;14.9;CONSUMO;A1;7818.91;0.0;0.0;0.0;0;7818.91;0;0;0;0;0;0;0;0;0;0
3663;31/1/2020;PROD_2;N;8000.0;10/5/2019;10/5/2022;36;1096;256.93;MENS;V;14.9;CONSUMO;B1;4925.0;179.85;0.0;0.0;0;5104.85;23;23;3;0;0;0;0;0;0;0
3667;31/1/2020;PROD_2;N;20000.0;10/5/2019;15/5/2024;60;1832;450.49;MENS;V;14.9;CONSUMO;A1;17351.35;0.0;0.0;0.0;0;17351.35;0;8;3;0;0;0;0;0;0;0
3670;31/1/2020;PROD_2;N;3000.0;11/5/2019;15/5/2021;24;735;139.67;MENS;V;14.9;CONSUMO;A1;1978.62;0.0;0.0;0.0;0;1978.62;0;4;2;0;0;0;0;0;0;0
3674;31/1/2020;PROD_2;N;9000.0;13/5/2019;27/5/2021;24;745;419.0;MENS;V;14.9;CONSUMO;A1;6081.7;0.0;0.0;0.0;0;6081.7;0;0;0;0;0;0;0;0;0;0
3675;31/1/2020;PROD_2;N;10000.0;13/5/2019;15/11/2021;30;917;385.45;MENS;V;14.9;CONSUMO;A1;7396.88;0.0;0.0;0.0;0;7396.88;0;5;3;0;0;0;0;0;0;0
3683;31/1/2020;PROD_2;N;8000.0;15/5/2019;20/5/2022;36;1101;268.61;MENS;V;14.9;CONSUMO;C2;0.0;164.41;6666.68;0.0;0;6831.09;72;72;23;0;1;1;0;0;0;0
3687;31/1/2020;PROD_2;N;4000.0;16/5/2019;16/5/2022;36;1096;132.82;MENS;V;14.9;CONSUMO;A1;3129.26;0.0;0.0;0.0;0;3129.26;0;2;1;0;0;0;0;0;0;0
3701;31/1/2020;PROD_2;N;5000.0;21/5/2019;5/6/2021;25;746;234.13;MENS;V;14.9;CONSUMO;A1;3586.13;0.0;0.0;0.0;0;3586.13;0;0;0;0;0;0;0;0;0;0
3704;31/1/2020;PROD_2;N;20000.0;22/5/2019;22/5/2023;48;1461;530.59;MENS;V;14.9;CONSUMO;B1;16711.9;371.41;0.0;0.0;0;17083.31;16;16;4;0;0;0;0;0;0;0
3706;31/1/2020;PROD_2;N;3000.0;22/5/2019;5/12/2020;19;563;180.8;MENS;V;14.9;CONSUMO;A1;1870.31;0.0;0.0;0.0;0;1870.31;0;2;1;0;0;0;0;0;0;0
3708;31/1/2020;PROD_2;N;20000.0;22/5/2019;26/5/2024;60;1831;450.49;MENS;V;14.9;CONSUMO;A1;17306.62;0.0;0.0;0.0;0;17306.62;0;0;0;0;0;0;0;0;0;0
3709;31/1/2020;PROD_2;N;15000.0;22/5/2019;5/6/2023;49;1475;399.97;MENS;V;14.9;CONSUMO;A1;12616.27;0.0;0.0;0.0;0;12616.27;0;0;0;0;0;0;0;0;0;0
3717;31/1/2020;PROD_2;N;15000.0;23/5/2019;1/6/2022;37;1105;500.78;MENS;V;14.9;CONSUMO;A1;12149.43;0.0;0.0;0.0;0;12149.43;0;0;0;0;0;0;0;0;0;0
3720;31/1/2020;PROD_2;N;10000.0;25/5/2019;9/6/2022;37;1111;333.85;MENS;V;14.9;CONSUMO;A1;8099.62;0.0;0.0;0.0;0;8099.62;0;0;0;0;0;0;0;0;0;0
3721;31/1/2020;PROD_2;N;13000.0;25/5/2019;9/6/2022;37;1111;434.01;MENS;V;14.9;CONSUMO;A1;10529.53;0.0;0.0;0.0;0;10529.53;0;19;7;0;0;0;0;0;0;0
3724;31/1/2020;PROD_2;N;20000.0;27/5/2019;1/6/2025;73;2197;398.91;MENS;V;14.9;CONSUMO;A1;18054.08;0.0;0.0;0.0;0;18054.08;0;3;1;0;0;0;0;0;0;0
3732;31/1/2020;PROD_2;N;11000.0;28/5/2019;5/6/2023;49;1469;293.31;MENS;V;14.9;CONSUMO;A1;9419.66;0.0;0.0;0.0;0;9419.66;0;0;0;0;0;0;0;0;0;0
